Rk,Gtm,Date,,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
152,152,21-Sep,,CHW,"L,1-3",34,28,1,3,0,0,1,1,6,0,8,0,0,0,0,1,0,0,0.281,0.345,0.477,0.822,6,10,R,C.Fulmer(49)
153,153,22-Sep,,LAA,"W,3-0",29,27,3,3,1,0,1,3,2,0,9,0,0,0,0,0,1,0,0.28,0.344,0.476,0.82,2,12,R,G.Richards(75)
154,154,23-Sep,,LAA,"W,6-2",35,31,6,8,3,0,1,6,2,1,5,2,0,0,1,1,1,1,0.28,0.344,0.476,0.82,5,9,R,B.Norris(51)
155,155,24-Sep,,LAA,"L,5-7",39,35,5,9,1,0,2,5,2,0,11,2,0,0,0,0,1,0,0.28,0.344,0.476,0.819,7,11,L,T.Skaggs(40)
156,156,25-Sep,@,TEX,"W,11-2",45,39,11,12,3,0,1,9,3,0,7,2,0,1,2,1,0,0,0.28,0.344,0.476,0.82,7,14,R,A.Cashner(31)
157,157,26-Sep,@,TEX,"W,14-3",50,43,14,18,5,1,2,13,4,0,8,2,0,1,0,1,1,0,0.281,0.345,0.478,0.823,9,15,L,C.Hamels(22)
158,158,27-Sep,@,TEX,"W,12-2",45,43,12,16,3,0,3,12,2,0,5,0,0,0,1,1,0,0,0.282,0.345,0.479,0.824,6,14,R,N.Martinez(24)
159,159,28-Sep,@,BOS,"W,12-2",50,44,12,17,4,0,3,11,6,1,10,0,0,0,0,0,0,0,0.283,0.346,0.481,0.827,11,16,L,E.Rodriguez(23)
160,160,29-Sep,@,BOS,"W,3-2",36,33,3,6,1,0,1,3,3,1,8,0,0,0,1,0,0,1,0.282,0.346,0.48,0.825,6,11,R,D.Fister(50)
161,161,30-Sep,@,BOS,"L,3-6",37,33,3,8,1,0,1,3,4,0,8,0,0,0,0,1,0,1,0.282,0.346,0.479,0.825,7,11,L,D.Pomeranz(63)
162,162,1-Oct,@,BOS,"W,4-3",38,33,4,8,2,0,0,4,4,0,11,0,0,1,0,0,1,0,0.282,0.346,0.478,0.823,7,12,R,H.Velazquez(58)
