Rk,Gtm,Date,,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
89,89,8-Jul,,KCR,"W,5-4",40,34,5,8,2,0,2,5,5,0,8,0,0,1,0,0,1,0,0.256,0.343,0.446,0.789,8,18,R,I.Kennedy(52)
90,90,9-Jul,,KCR,"W,5-2",30,30,5,6,0,1,3,5,0,0,9,0,0,0,0,0,0,0,0.256,0.342,0.447,0.789,1,9,L,D.Duffy(54)
91,91,14-Jul,@,MIA,"W,6-4",36,34,6,10,1,0,3,5,2,0,5,0,0,0,0,1,0,2,0.256,0.342,0.449,0.79,3,17,R,D.Straily(42)
92,92,15-Jul,@,MIA,"W,7-1",43,36,7,12,3,2,2,7,6,0,10,0,0,1,0,2,0,0,0.257,0.343,0.451,0.794,9,15,R,J.Urena(25)
93,93,16-Jul,@,MIA,"W,3-2",39,32,3,7,0,1,1,3,6,0,8,0,0,1,0,0,0,0,0.257,0.343,0.451,0.793,9,16,L,C.O'Grady(49)
94,94,18-Jul,@,CHW,"W,1-0",39,32,1,9,3,0,0,1,6,2,7,1,0,0,0,4,1,0,0.257,0.343,0.45,0.793,11,11,R,M.Gonzalez(58)
95,95,19-Jul,@,CHW,"W,9-1",39,34,9,13,3,0,4,9,5,0,9,0,0,0,0,1,1,0,0.258,0.345,0.454,0.798,7,11,L,C.Rodon(28)
96,96,20-Jul,,ATL,"L,3-6",37,34,3,7,4,0,1,3,3,0,7,0,0,0,0,0,0,0,0.258,0.344,0.453,0.797,7,16,R,M.Foltynewicz(52)
97,97,21-Jul,,ATL,"L,3-12",35,33,3,7,2,1,0,3,2,0,6,0,0,0,0,1,0,0,0.257,0.343,0.452,0.795,5,16,L,J.Garcia(54)
98,98,22-Jul,,ATL,"W,6-2",37,36,6,12,0,1,3,5,1,0,7,0,0,0,0,1,1,0,0.258,0.343,0.454,0.797,7,14,R,J.Teheran(48)
99,99,23-Jul,,ATL,"W,5-4",41,35,5,8,1,0,2,5,6,1,11,0,0,0,0,0,0,0,0.258,0.343,0.454,0.797,8,18,L,S.Newcomb(58)
