Rk,Gtm,Date,,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
53,53,1-Jun,@,BAL,"L,5-7",36,35,5,9,0,0,1,5,1,0,6,0,0,0,0,0,0,0,0.269,0.342,0.412,0.754,4,11,L,W.Miley(65)
54,54,2-Jun,@,BAL,"L,2-3",31,30,2,4,1,0,1,2,1,0,8,0,0,0,0,0,0,1,0.267,0.34,0.409,0.749,2,10,R,A.Asher(64)
55,55,3-Jun,@,BAL,"W,5-2",38,34,5,9,4,0,1,5,3,1,6,0,1,0,0,2,0,0,0.267,0.339,0.411,0.75,6,9,R,D.Bundy(54)
56,56,4-Jun,@,BAL,"W,7-3",40,35,7,9,1,0,2,5,5,0,7,0,0,0,0,0,2,0,0.267,0.34,0.411,0.751,6,10,R,C.Tillman(43)
57,57,6-Jun,@,NYY,"W,5-4",35,33,5,6,1,0,3,5,2,0,8,0,0,0,0,0,0,0,0.265,0.338,0.413,0.75,3,10,R,M.Tanaka(38)
58,58,7-Jun,@,NYY,"L,0-8",31,31,0,5,1,1,0,0,0,0,5,0,0,0,0,1,0,0,0.264,0.335,0.41,0.746,4,10,L,C.Sabathia(77)
59,59,8-Jun,@,NYY,"L,1-9",35,31,1,4,0,0,0,0,4,0,12,0,0,0,1,1,0,1,0.262,0.334,0.406,0.74,7,9,R,M.Pineda(73)
60,60,9-Jun,,DET,"W,5-3",36,33,5,11,2,0,2,5,3,0,5,0,0,0,1,2,0,0,0.263,0.335,0.409,0.743,7,10,R,J.Zimmermann(52)
61,61,10-Jun,,DET,"W,11-3",46,34,11,13,3,0,0,11,9,3,8,0,0,3,0,0,1,0,0.265,0.337,0.41,0.747,11,10,R,J.Verlander(44)
62,62,11-Jun,,DET,"L,3-8",42,36,3,12,4,0,0,3,6,1,11,0,0,0,0,2,1,0,0.266,0.339,0.41,0.749,12,9,L,D.Norris(48)
63,63,12-Jun,,PHI,"W,6-5",47,43,6,16,3,0,2,6,3,1,8,0,1,0,0,1,1,0,0.268,0.34,0.414,0.754,10,11,R,J.Eickhoff(44)
64,64,13-Jun,,PHI,"W,4-3",50,44,4,14,5,0,1,4,4,0,5,2,0,0,0,2,0,1,0.269,0.342,0.415,0.757,12,11,R,B.Lively(49)
65,65,14-Jun,@,PHI,"W,7-3",39,35,7,13,4,0,2,7,3,0,3,0,0,1,0,2,0,0,0.271,0.343,0.419,0.762,5,15,R,J.Hellickson(23)
66,66,15-Jun,@,PHI,"L,0-1",34,31,0,5,1,0,0,0,3,0,12,0,0,0,0,0,0,0,0.269,0.341,0.416,0.757,7,9,R,N.Pivetta(76)
67,67,16-Jun,@,HOU,"W,2-1",35,33,2,7,0,1,1,2,2,0,6,0,0,0,0,1,2,0,0.268,0.34,0.415,0.755,6,9,R,M.Fiers(65)
68,68,17-Jun,@,HOU,"L,1-7",30,29,1,3,0,0,1,1,1,0,6,0,0,0,0,1,0,0,0.266,0.338,0.413,0.75,2,10,R,D.Paulino(65)
69,69,18-Jun,@,HOU,"W,6-5",37,33,6,8,1,0,2,6,2,0,10,2,0,0,0,0,0,1,0.266,0.338,0.413,0.751,4,10,R,J.Musgrove(42)
70,70,19-Jun,@,KCR,"L,2-4",40,37,2,10,0,1,1,2,1,0,5,2,0,0,0,0,0,0,0.266,0.337,0.413,0.751,11,11,R,J.Hammel(59)
71,71,20-Jun,@,KCR,"W,8-3",42,38,8,13,4,0,0,8,3,0,7,0,0,1,0,0,0,0,0.267,0.338,0.414,0.752,7,9,L,M.Strahm(28)
