Rk,Gtm,Date,,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
33,33,10-May,@,TOR,"L,7-8",40,36,7,11,3,0,0,7,3,0,8,1,0,0,0,0,0,1,0.245,0.325,0.398,0.723,6,12,L,F.Liriano(15)
34,34,12-May,,MIN,"L,0-1",35,29,0,3,0,0,0,0,5,0,4,0,1,0,0,0,0,0,0.241,0.323,0.391,0.714,8,9,R,E.Santana(72)
35,35,13-May,,MIN,"L,1-4",32,30,1,3,0,1,0,0,1,0,5,1,0,0,0,0,0,0,0.237,0.319,0.385,0.704,4,9,R,J.Berrios(74)
36,36,14-May,,MIN,"W,8-3",40,36,8,13,1,0,4,8,4,0,3,0,0,0,0,1,1,0,0.241,0.322,0.395,0.717,8,11,L,H.Santiago(19)
37,37,15-May,,TBR,"W,8-7",41,33,8,9,4,1,2,7,8,2,7,0,0,0,0,0,1,0,0.242,0.325,0.401,0.726,9,10,R,C.Archer(31)
38,38,16-May,,TBR,"L,4-6",35,34,4,8,2,0,1,4,1,0,8,0,0,0,0,1,0,0,0.242,0.323,0.401,0.724,4,9,R,J.Odorizzi(46)
39,39,17-May,,TBR,"L,4-7",37,34,4,7,3,0,1,4,2,0,7,1,0,0,0,0,0,0,0.241,0.322,0.4,0.722,6,10,R,A.Cobb(59)
40,40,19-May,@,HOU,"W,5-3",40,34,5,9,3,1,3,5,4,0,10,1,0,1,1,0,1,0,0.241,0.322,0.408,0.73,8,9,R,C.Morton(39)
41,41,20-May,@,HOU,"W,3-0",35,34,3,8,1,0,1,3,1,0,5,0,0,0,0,0,1,0,0.241,0.321,0.406,0.727,5,9,R,M.Fiers(56)
42,42,21-May,@,HOU,"W,8-6",42,36,8,10,3,0,1,8,5,0,12,1,0,0,0,0,0,0,0.242,0.323,0.407,0.73,7,9,R,J.Musgrove(16)
43,43,22-May,@,CIN,"L,1-5",35,33,1,7,3,0,1,1,2,0,12,0,0,0,0,1,0,0,0.241,0.321,0.407,0.728,7,14,R,S.Feldman(67)
44,44,23-May,@,CIN,"W,8-7",40,36,8,7,1,1,4,7,4,1,6,0,0,0,2,0,0,0,0.24,0.32,0.412,0.732,5,14,L,A.Garrett(26)
45,45,24-May,,CIN,"L,3-4",39,33,3,10,3,0,1,3,5,0,6,0,1,0,0,0,1,3,0.242,0.322,0.413,0.735,9,10,R,L.Bonilla(42)
46,46,26-May,,KCR,"L,4-6",36,33,4,6,0,0,1,4,3,0,9,0,0,0,1,1,0,0,0.24,0.32,0.41,0.731,5,10,R,I.Kennedy(47)
47,47,27-May,,KCR,"L,2-5",39,35,2,10,1,0,1,2,4,0,7,0,0,0,0,2,0,0,0.241,0.321,0.41,0.731,10,10,L,J.Vargas(43)
48,48,28-May,,KCR,"W,10-1",45,38,10,18,4,0,1,10,4,0,5,0,1,2,0,1,2,0,0.247,0.325,0.416,0.741,11,10,L,D.Duffy(19)
49,49,29-May,,OAK,"W,5-3",36,33,5,9,3,0,3,5,2,0,7,0,0,1,2,1,3,0,0.247,0.325,0.42,0.746,7,10,R,D.Mengden(26)
